date,cloud_cover,sunshine,global_radiation,max_temp,mean_temp,min_temp,precipitation,pressure,snow_depth
20030420,7.0,5.4,174.0,15.7,10.8,6.4,2.8,100940.0,0.0
20030421,5.0,8.3,215.0,17.7,12.4,9.2,0.0,101030.0,0.0
20030422,2.0,9.1,227.0,18.7,11.6,5.5,0.0,101640.0,0.0
20030423,4.0,11.7,260.0,16.5,12.6,6.5,0.0,101810.0,0.0
20030424,7.0,2.2,126.0,18.9,11.4,6.4,0.2,101540.0,0.0
20030425,7.0,0.3,82.0,16.7,14.3,9.7,5.0,101020.0,0.0
20030426,6.0,4.0,159.0,17.4,12.3,7.9,0.4,100480.0,0.0
20030427,6.0,5.6,185.0,14.9,13.6,9.7,8.0,100520.0,0.0
20030428,8.0,0.1,76.0,17.7,12.5,10.1,1.2,99690.0,0.0
20030429,4.0,9.5,241.0,17.7,13.2,8.7,0.6,100560.0,0.0
20030430,6.0,5.8,191.0,17.0,13.8,9.9,7.8,100600.0,0.0
20030501,6.0,5.7,191.0,14.6,12.8,8.6,3.2,101120.0,0.0
20030502,7.0,1.5,118.0,16.9,12.0,9.5,4.0,100370.0,0.0
20030503,5.0,6.1,199.0,22.0,12.2,7.6,0.0,101650.0,0.0
20030504,5.0,10.9,265.0,17.3,14.7,7.4,0.0,101040.0,0.0
20030505,6.0,9.7,251.0,17.6,14.4,11.6,0.0,101080.0,0.0
20030506,2.0,12.9,292.0,19.7,11.4,5.3,0.0,102240.0,0.0
20030507,5.0,12.2,285.0,15.9,12.9,6.1,0.0,102390.0,0.0
20030508,7.0,2.4,141.0,18.1,11.7,7.5,0.0,101930.0,0.0
20030509,4.0,11.8,282.0,15.3,13.2,8.2,0.0,101820.0,0.0
20030510,4.0,4.9,186.0,17.2,10.8,6.3,0.0,101940.0,0.0
20030511,4.0,6.7,215.0,14.6,11.4,5.7,0.0,101780.0,0.0
20030512,4.0,4.8,186.0,13.0,10.9,7.2,6.2,101380.0,0.0
20030513,4.0,7.2,224.0,15.9,8.4,3.8,4.8,101650.0,0.0
20030514,4.0,7.7,232.0,16.8,10.2,4.4,0.0,102140.0,0.0
20030515,4.0,12.0,291.0,12.9,10.6,4.4,2.8,102210.0,0.0
20030516,8.0,0.0,77.0,16.0,10.7,8.5,2.0,101330.0,0.0
20030517,7.0,2.1,140.0,16.7,13.3,10.6,3.4,100510.0,0.0
20030518,7.0,1.6,129.0,16.5,13.8,11.0,0.0,100730.0,0.0
20030519,6.0,4.6,187.0,15.0,13.7,10.9,8.7,100760.0,0.0
20030520,5.0,2.2,143.0,16.6,11.5,8.0,1.4,101390.0,0.0
20030521,7.0,4.8,192.0,19.0,13.3,10.0,1.8,102120.0,0.0
20030522,8.0,0.4,99.0,18.0,16.0,13.0,0.2,101960.0,0.0
20030523,6.0,3.4,168.0,17.8,15.2,12.5,0.0,101000.0,0.0
20030524,7.0,5.5,205.0,18.3,13.6,9.4,0.6,100640.0,0.0
20030525,5.0,6.3,218.0,19.9,13.4,8.4,0.0,101480.0,0.0
20030526,5.0,12.4,304.0,19.3,14.1,8.3,0.0,102310.0,0.0
20030527,8.0,0.1,88.0,23.7,15.2,11.2,0.0,102560.0,0.0
20030528,5.0,8.8,257.0,25.8,17.7,11.7,0.0,102340.0,0.0
20030529,5.0,12.4,306.0,27.2,18.8,11.9,0.0,101860.0,0.0
20030530,4.0,10.4,280.0,28.9,19.8,12.5,0.0,101540.0,0.0
20030531,5.0,14.0,327.0,24.0,22.4,15.8,0.0,101240.0,0.0
20030601,7.0,1.5,133.0,22.7,19.2,14.4,1.0,100940.0,0.0
20030602,6.0,5.7,213.0,22.5,18.7,14.7,0.0,100890.0,0.0
20030603,7.0,3.3,172.0,21.5,17.0,11.5,0.4,101010.0,0.0
20030604,6.0,4.1,187.0,21.8,17.4,13.4,2.0,101080.0,0.0
20030605,4.0,13.7,325.0,19.1,16.2,10.5,0.0,101870.0,0.0
20030606,7.0,0.1,88.0,23.2,15.6,12.1,3.6,101840.0,0.0
20030607,7.0,7.2,238.0,21.9,19.2,15.1,7.0,101540.0,0.0
20030608,6.0,7.0,235.0,21.0,16.9,11.9,2.8,101190.0,0.0
20030609,6.0,12.4,310.0,22.7,15.4,9.9,1.0,101740.0,0.0
20030610,6.0,6.2,223.0,21.6,18.8,14.9,0.0,101120.0,0.0
20030611,5.0,10.0,279.0,23.5,17.6,13.6,0.0,101790.0,0.0
20030612,4.0,11.2,295.0,23.6,18.1,12.7,0.0,102010.0,0.0
20030613,3.0,14.2,333.0,24.8,17.1,10.6,0.0,102360.0,0.0
20030614,5.0,12.7,315.0,26.5,20.4,16.0,0.0,102150.0,0.0
20030615,4.0,15.0,343.0,27.5,19.3,12.1,0.0,102110.0,0.0
20030616,4.0,13.0,319.0,26.1,21.2,14.8,0.0,101580.0,0.0
20030617,6.0,3.9,185.0,21.1,20.9,15.7,1.0,101190.0,0.0
20030618,6.0,3.7,182.0,24.7,17.2,13.3,0.0,101880.0,0.0
20030619,6.0,4.4,194.0,22.4,20.6,16.6,0.0,102110.0,0.0
20030620,1.0,15.4,348.0,25.3,17.2,12.0,0.0,102230.0,0.0
20030621,5.0,12.3,310.0,25.7,18.4,11.6,1.4,101900.0,0.0
20030622,7.0,1.4,133.0,23.4,20.3,14.9,18.4,100860.0,0.0
20030623,5.0,8.4,257.0,23.6,19.6,15.8,0.0,100920.0,0.0
20030624,1.0,15.4,348.0,22.8,17.4,11.1,0.0,102010.0,0.0
20030625,5.0,10.4,285.0,24.4,18.1,13.4,0.0,102130.0,0.0
20030626,5.0,7.7,247.0,22.3,19.6,14.9,0.0,101650.0,0.0
20030627,6.0,0.1,89.0,22.5,19.0,15.8,0.0,101570.0,0.0
20030628,4.0,10.5,286.0,26.3,16.6,10.7,0.0,101520.0,0.0
20030629,4.0,11.8,303.0,21.2,18.6,10.9,2.2,100870.0,0.0
20030630,7.0,2.8,163.0,20.3,18.3,15.4,6.8,100250.0,0.0
20030701,7.0,1.2,127.0,20.4,17.0,13.8,1.2,99940.0,0.0
20030702,7.0,1.5,134.0,19.8,17.4,14.4,5.6,100530.0,0.0
20030703,7.0,0.2,94.0,22.1,16.7,13.6,0.4,101170.0,0.0
20030704,6.0,3.1,169.0,19.4,16.8,11.5,0.0,101630.0,0.0
20030705,5.0,4.7,197.0,23.2,15.6,11.9,0.0,101920.0,0.0
20030706,5.0,7.7,244.0,22.0,19.1,15.0,0.0,102100.0,0.0
20030707,5.0,9.6,271.0,25.0,17.0,12.1,0.0,102270.0,0.0
20030708,7.0,1.4,130.0,28.3,19.4,13.8,0.0,102180.0,0.0
20030709,5.0,8.4,253.0,29.3,22.2,16.1,0.0,102070.0,0.0
20030710,3.0,11.5,295.0,23.9,22.8,16.2,0.0,101820.0,0.0
20030711,5.0,12.9,312.0,26.7,19.2,14.4,0.0,102020.0,0.0
20030712,4.0,15.1,338.0,28.5,19.5,12.3,0.0,102240.0,0.0
20030713,1.0,15.4,341.0,29.6,21.6,14.8,0.0,101930.0,0.0
20030714,0.0,15.3,339.0,32.8,22.6,15.6,0.0,101420.0,0.0
20030715,3.0,14.8,332.0,24.4,24.9,17.0,0.0,100930.0,0.0
20030716,6.0,3.3,168.0,21.0,21.6,18.7,3.8,100620.0,0.0
20030717,7.0,0.1,86.0,25.1,19.2,17.3,2.2,101170.0,0.0
20030718,5.0,8.3,247.0,28.5,20.4,15.7,0.0,101880.0,0.0
20030719,5.0,10.7,279.0,24.4,22.0,15.4,0.0,101670.0,0.0
20030720,5.0,12.5,301.0,25.1,20.2,16.1,0.0,101400.0,0.0
20030721,4.0,10.6,276.0,24.2,19.9,14.7,0.0,101370.0,0.0
20030722,5.0,6.9,225.0,24.6,19.4,14.6,0.0,101790.0,0.0
20030723,7.0,3.4,167.0,24.2,19.9,15.2,0.4,101610.0,0.0
20030724,7.0,5.2,197.0,21.4,19.7,15.2,1.6,101300.0,0.0
20030725,6.0,1.8,134.0,20.7,18.4,15.5,4.0,100700.0,0.0
20030726,6.0,1.4,124.0,23.5,16.6,12.5,5.4,100700.0,0.0
20030727,5.0,9.4,256.0,23.1,19.0,14.5,0.0,101070.0,0.0
20030728,6.0,7.4,228.0,21.4,17.4,11.8,0.4,101960.0,0.0
20030729,8.0,0.2,86.0,24.8,18.8,16.1,2.8,101860.0,0.0
20030730,6.0,7.9,233.0,23.1,20.4,15.9,0.0,101480.0,0.0
20030731,6.0,2.0,135.0,19.5,19.0,15.0,1.0,101700.0,0.0
20030801,8.0,0.0,72.0,25.1,17.4,15.2,0.2,101800.0,0.0
20030802,3.0,14.5,312.0,29.5,18.7,12.3,0.0,102180.0,0.0
20030803,2.0,13.9,304.0,31.8,21.3,13.1,0.0,102220.0,0.0
20030804,3.0,12.0,281.0,32.2,24.2,16.7,0.0,102350.0,0.0
20030805,5.0,10.0,255.0,35.2,25.4,18.7,0.0,102350.0,0.0
20030806,2.0,12.7,286.0,29.7,27.8,20.3,0.0,101990.0,0.0
20030807,3.0,12.9,288.0,30.7,23.8,18.0,0.0,102110.0,0.0
20030808,0.0,12.3,279.0,35.0,24.8,18.8,0.0,102000.0,0.0
20030809,0.0,13.0,286.0,37.9,26.6,18.3,0.0,101870.0,0.0
20030810,1.0,12.5,279.0,33.7,29.0,20.1,0.0,101640.0,0.0
20030811,5.0,10.4,253.0,30.1,26.8,20.0,0.0,101750.0,0.0
20030812,6.0,8.6,229.0,28.5,24.4,18.7,0.0,102010.0,0.0
20030813,5.0,10.5,251.0,25.1,23.0,17.5,0.0,102070.0,0.0
20030814,2.0,13.5,285.0,24.5,20.3,15.5,0.0,101960.0,0.0
20030815,3.0,12.6,273.0,24.0,19.0,13.4,0.6,101950.0,0.0
20030816,5.0,3.7,154.0,27.0,19.4,14.8,0.0,101970.0,0.0
20030817,6.0,7.1,203.0,25.3,21.0,15.0,0.0,101470.0,0.0
20030818,6.0,5.7,183.0,23.2,21.1,16.9,0.4,101420.0,0.0
20030819,5.0,7.3,204.0,23.4,17.3,11.4,0.0,102090.0,0.0
20030820,3.0,13.0,270.0,23.7,17.0,10.6,0.0,102130.0,0.0
20030821,6.0,4.4,161.0,26.3,18.8,14.0,0.0,101730.0,0.0
20030822,5.0,4.6,163.0,27.1,22.0,17.6,0.0,101660.0,0.0
20030823,6.0,4.2,155.0,25.4,22.2,17.4,0.0,102030.0,0.0
20030824,5.0,8.1,207.0,21.3,22.6,19.7,0.0,102150.0,0.0
20030825,7.0,0.1,68.0,23.1,18.2,15.0,0.0,101970.0,0.0
20030826,6.0,1.8,112.0,23.2,18.8,14.6,0.0,101730.0,0.0
20030827,6.0,2.2,118.0,18.8,20.0,16.8,0.0,101470.0,0.0
20030828,7.0,0.3,74.0,19.2,17.2,15.5,8.2,100880.0,0.0
20030829,6.0,1.0,92.0,19.5,16.0,12.8,1.0,100760.0,0.0
20030830,2.0,12.5,247.0,20.5,14.3,9.1,0.0,101720.0,0.0
20030831,5.0,9.9,218.0,19.4,14.4,8.4,0.0,102110.0,0.0
20030901,6.0,6.8,173.0,21.0,16.2,13.0,0.0,102360.0,0.0
20030902,7.0,2.3,110.0,22.4,16.2,11.5,0.0,102780.0,0.0
20030903,6.0,0.5,74.0,24.5,18.6,14.9,0.0,103010.0,0.0
20030904,0.0,11.8,222.0,26.9,17.8,11.2,0.0,102770.0,0.0
20030905,5.0,5.6,153.0,21.8,20.0,13.1,0.2,101810.0,0.0
20030906,4.0,6.8,166.0,19.3,18.0,14.2,0.4,101480.0,0.0
20030907,5.0,2.8,113.0,22.1,14.4,9.5,0.0,101510.0,0.0
20030908,6.0,5.4,147.0,20.8,16.2,10.3,0.0,100860.0,0.0
20030909,6.0,6.9,163.0,21.9,17.0,13.1,2.0,101440.0,0.0
20030910,7.0,4.0,127.0,18.5,17.0,12.1,0.2,101340.0,0.0
20030911,7.0,1.1,81.0,20.9,14.5,10.5,0.2,102140.0,0.0
20030912,6.0,8.7,177.0,23.9,16.8,12.8,0.0,102940.0,0.0
20030913,5.0,11.4,202.0,26.0,17.2,10.5,0.0,103130.0,0.0
20030914,2.0,11.1,197.0,26.1,18.6,11.3,0.0,102990.0,0.0
20030915,5.0,9.8,183.0,27.0,18.6,11.1,0.0,102600.0,0.0
20030916,3.0,10.8,190.0,27.9,19.4,11.9,0.0,102430.0,0.0
20030917,2.0,11.3,193.0,21.7,19.8,11.8,0.0,102030.0,0.0
20030918,5.0,3.2,107.0,23.5,17.0,12.2,0.0,101620.0,0.0
20030919,2.0,7.1,150.0,27.0,17.8,12.1,0.0,101690.0,0.0
20030920,2.0,9.6,172.0,26.8,19.0,11.1,0.0,101860.0,0.0
20030921,5.0,7.8,153.0,21.9,20.0,13.1,0.0,101710.0,0.0
20030922,5.0,3.5,106.0,14.9,19.0,16.1,4.2,100680.0,0.0
20030923,2.0,9.9,169.0,17.3,10.8,6.7,0.0,102030.0,0.0
20030924,2.0,10.7,174.0,19.7,10.6,4.0,0.0,103170.0,0.0
20030925,3.0,10.7,173.0,20.4,12.7,5.7,0.0,102620.0,0.0
20030926,6.0,5.7,125.0,17.6,13.8,7.3,1.2,101960.0,0.0
20030927,7.0,2.6,89.0,16.1,14.0,10.5,0.0,101930.0,0.0
20030928,5.0,4.4,109.0,18.8,12.5,8.9,0.0,101400.0,0.0
20030929,2.0,10.1,160.0,20.8,12.1,5.4,0.0,101390.0,0.0
20030930,7.0,4.3,105.0,18.6,14.9,9.0,0.0,101060.0,0.0
20031001,7.0,0.4,51.0,18.4,15.0,11.3,3.8,100840.0,0.0
20031002,7.0,0.1,43.0,18.0,14.6,10.7,2.0,101050.0,0.0
20031003,7.0,0.1,42.0,13.2,15.4,12.9,0.0,100930.0,0.0
20031004,5.0,2.4,79.0,13.3,10.6,7.9,0.0,101190.0,0.0
20031005,3.0,9.8,146.0,15.3,8.6,3.8,1.2,101700.0,0.0
20031006,7.0,3.5,89.0,14.4,11.1,6.9,0.0,100820.0,0.0
20031007,5.0,6.1,113.0,20.4,12.8,11.2,0.2,100870.0,0.0
20031008,6.0,2.5,76.0,18.7,12.6,4.8,0.0,101530.0,0.0
20031009,5.0,7.5,121.0,19.3,15.0,11.2,0.0,101830.0,0.0
20031010,6.0,2.0,68.0,18.3,16.2,13.0,1.4,101800.0,0.0
20031011,1.0,9.5,133.0,17.0,13.0,7.7,0.0,102420.0,0.0
20031012,6.0,5.1,97.0,17.1,12.7,8.4,0.0,102330.0,0.0
20031013,7.0,2.9,75.0,16.5,13.6,10.0,0.0,102100.0,0.0
20031014,6.0,6.3,104.0,15.8,13.5,10.5,0.0,102440.0,0.0
20031015,4.0,9.3,125.0,15.7,12.0,8.2,0.0,102810.0,0.0
20031016,1.0,9.4,124.0,15.0,11.6,7.5,0.0,102910.0,0.0
20031017,1.0,9.4,122.0,16.0,11.0,6.9,0.0,102370.0,0.0
20031018,4.0,6.8,102.0,13.2,10.2,4.4,0.0,101740.0,0.0
20031019,6.0,3.7,76.0,12.2,9.8,6.3,0.0,101110.0,0.0
20031020,5.0,5.9,93.0,11.3,9.2,6.1,0.0,100890.0,0.0
20031021,4.0,6.4,95.0,9.2,6.3,1.3,4.6,101080.0,0.0
20031022,8.0,0.0,27.0,11.1,6.3,3.4,0.6,100810.0,0.0
20031023,4.0,8.2,105.0,10.3,8.8,6.5,0.0,101730.0,0.0
20031024,5.0,5.8,87.0,11.3,5.2,0.1,0.0,102270.0,0.0
20031025,4.0,4.3,74.0,11.8,5.8,0.3,0.2,102100.0,0.0
20031026,3.0,7.6,96.0,12.0,8.0,4.1,0.0,101610.0,0.0
20031027,2.0,8.8,103.0,12.2,6.4,0.8,0.0,102170.0,0.0
20031028,4.0,7.4,92.0,10.3,6.3,0.4,3.0,101430.0,0.0
20031029,7.0,1.0,41.0,10.4,7.3,4.3,6.0,99530.0,0.0
20031030,7.0,4.7,72.0,12.6,6.8,3.3,11.6,98530.0,0.0
20031031,7.0,3.8,64.0,12.1,9.0,5.4,0.6,97770.0,0.0
20031101,6.0,6.5,82.0,14.6,9.4,6.6,4.4,99450.0,0.0
20031102,6.0,1.1,39.0,15.4,10.8,6.9,6.2,99290.0,0.0
20031103,4.0,7.0,82.0,15.4,11.9,8.4,0.2,100420.0,0.0
20031104,5.0,6.3,77.0,15.7,9.9,4.4,0.2,102520.0,0.0
20031105,4.0,7.2,81.0,18.4,12.7,9.7,0.0,102430.0,0.0
20031106,6.0,4.7,65.0,13.9,12.9,7.4,0.0,102640.0,0.0
20031107,3.0,8.3,85.0,10.5,11.0,8.2,0.0,102800.0,0.0
20031108,8.0,1.1,36.0,11.1,9.4,8.2,0.0,102080.0,0.0
20031109,7.0,0.5,29.0,14.0,7.8,4.4,1.2,101670.0,0.0
20031110,5.0,2.0,42.0,12.6,10.6,7.2,0.0,102190.0,0.0
20031111,8.0,0.0,19.0,14.7,10.1,7.6,4.4,101970.0,0.0
20031112,5.0,4.2,56.0,14.3,11.3,7.9,0.2,101650.0,0.0
20031113,4.0,3.2,49.0,14.1,10.0,5.7,0.8,102220.0,0.0
20031114,6.0,5.1,60.0,13.3,12.0,9.8,0.0,100960.0,0.0
20031115,7.0,3.9,52.0,10.5,11.1,8.9,0.0,101230.0,0.0
20031116,4.0,7.1,69.0,13.9,7.9,5.3,0.0,101700.0,0.0
20031117,6.0,0.0,17.0,15.0,8.3,2.7,2.8,102030.0,0.0
20031118,8.0,0.0,17.0,14.7,11.5,8.0,0.0,102110.0,0.0
20031119,8.0,0.0,17.0,13.1,13.4,12.2,0.2,102080.0,0.0
20031120,8.0,0.0,17.0,9.9,12.0,10.9,5.8,101220.0,0.0
20031121,8.0,0.0,16.0,8.8,9.5,9.1,12.4,100820.0,0.0
20031122,8.0,0.0,16.0,7.5,8.4,8.1,27.0,100180.0,0.0
20031123,8.0,0.0,16.0,9.7,7.0,6.6,18.2,100320.0,0.0
20031124,5.0,1.6,32.0,12.5,8.0,6.2,0.2,100820.0,0.0
20031125,8.0,0.4,22.0,9.8,7.5,2.5,16.4,100430.0,0.0
20031126,5.0,3.1,41.0,9.1,9.1,8.4,2.6,99010.0,0.0
20031127,3.0,4.2,46.0,11.0,5.5,1.9,0.2,100110.0,0.0
20031128,4.0,6.5,57.0,12.2,5.3,-0.4,0.0,101020.0,0.0
20031129,7.0,0.0,15.0,10.4,7.4,2.7,3.0,100390.0,0.0
20031130,6.0,4.2,45.0,10.7,8.0,5.5,7.4,100150.0,0.0
20031201,7.0,0.1,16.0,10.4,8.9,7.1,5.0,99890.0,0.0
20031202,7.0,0.8,22.0,9.5,8.4,6.3,1.2,101250.0,0.0
20031203,8.0,0.0,13.0,9.1,8.4,7.3,0.0,102320.0,0.0
20031204,8.0,0.0,13.0,8.9,8.2,7.2,0.0,102900.0,0.0
20031205,6.0,0.0,13.0,9.0,8.6,8.2,0.2,103030.0,0.0
20031206,7.0,0.0,13.0,6.0,5.6,2.2,0.2,102920.0,0.0
20031207,1.0,7.4,54.0,8.0,3.4,0.9,0.0,103010.0,0.0
20031208,4.0,2.9,34.0,9.1,3.4,-1.2,0.0,102160.0,0.0
20031209,5.0,6.3,49.0,9.8,4.6,0.2,0.0,101790.0,0.0
20031210,8.0,0.0,12.0,11.7,6.2,2.5,5.2,101570.0,0.0
20031211,8.0,0.0,12.0,13.4,6.6,1.4,1.2,100950.0,0.0
20031212,7.0,0.0,12.0,14.1,8.2,3.1,8.2,101730.0,0.0
20031213,7.0,0.0,12.0,9.9,10.0,6.0,1.4,100800.0,0.0
20031214,4.0,3.7,36.0,6.1,8.0,6.1,0.0,101640.0,0.0
20031215,3.0,7.1,51.0,6.1,4.3,2.5,0.0,102880.0,0.0
20031216,5.0,2.1,28.0,8.4,1.5,-3.1,0.0,102980.0,0.0
20031217,1.0,7.1,50.0,8.4,4.0,-0.5,0.0,102410.0,0.0
20031218,1.0,6.9,50.0,9.6,4.4,0.3,0.0,101760.0,0.0
20031219,7.0,0.1,14.0,12.8,5.4,1.1,1.8,101710.0,0.0
20031220,6.0,0.3,16.0,7.3,8.9,5.0,3.4,100530.0,0.0
20031221,4.0,5.2,43.0,5.3,5.4,3.6,0.0,100890.0,0.0
20031222,4.0,2.8,32.0,9.8,2.8,0.3,1.2,102850.0,0.0
20031223,8.0,0.0,12.0,10.0,5.2,0.6,1.6,102460.0,0.0
20031224,8.0,0.0,12.0,11.4,7.6,5.2,0.0,102610.0,0.0
20031225,7.0,0.0,12.0,10.7,10.3,9.2,0.2,102020.0,0.0
20031226,8.0,0.0,12.0,8.1,10.0,9.2,1.6,100290.0,0.0
20031227,5.0,2.7,32.0,5.8,5.8,3.4,2.2,99490.0,0.0
20031228,5.0,2.5,31.0,3.7,4.2,2.6,2.6,99770.0,0.0
20031229,7.0,0.0,12.0,5.0,2.4,1.0,8.8,100670.0,0.0
20031230,8.0,0.0,12.0,5.7,3.4,1.8,1.2,101700.0,0.0
20031231,8.0,0.0,13.0,8.0,3.3,0.9,4.6,102570.0,0.0
20040101,8.0,0.0,13.0,4.7,4.3,0.6,1.2,100770.0,0.0
20040102,6.0,0.0,13.0,5.7,4.6,4.4,0.0,101860.0,0.0
20040103,7.0,0.0,13.0,8.0,1.6,-2.4,1.0,102270.0,0.0
20040104,7.0,0.0,13.0,11.2,3.6,-0.7,0.4,101990.0,0.0
20040105,8.0,0.0,13.0,11.7,7.1,3.0,1.8,101750.0,0.0
20040106,7.0,3.1,36.0,10.4,9.3,6.9,0.0,101420.0,0.0
20040107,7.0,0.9,23.0,11.9,8.5,6.6,7.4,101220.0,0.0
20040108,6.0,2.1,31.0,9.5,9.9,7.9,2.8,99470.0,0.0
20040109,4.0,3.1,37.0,12.1,7.1,4.7,0.4,100260.0,0.0
20040110,8.0,0.0,14.0,11.5,7.9,3.7,7.6,100980.0,0.0
20040111,6.0,2.8,36.0,10.5,10.1,8.7,5.8,100070.0,0.0
20040112,6.0,1.7,30.0,9.2,7.4,4.2,7.6,99710.0,0.0
20040113,5.0,3.2,39.0,7.1,7.6,6.1,1.8,98850.0,0.0
20040114,6.0,0.4,20.0,9.3,5.6,4.1,2.0,99680.0,0.0
20040115,5.0,3.0,39.0,8.4,5.2,1.1,6.6,100110.0,0.0
20040116,5.0,3.6,42.0,6.5,5.8,3.2,0.0,99170.0,0.0
20040117,4.0,5.3,52.0,7.9,3.2,-0.1,0.2,100330.0,0.0
20040118,5.0,6.6,59.0,11.1,3.8,-0.2,0.0,102550.0,0.0
20040119,7.0,0.1,18.0,10.1,5.6,0.1,0.2,101710.0,0.0
20040120,8.0,0.0,16.0,9.9,9.0,7.9,0.8,101500.0,0.0
20040121,8.0,0.4,22.0,8.5,8.8,7.7,0.0,101930.0,0.0
20040122,8.0,0.0,16.0,8.9,7.5,6.5,5.4,101480.0,0.0
20040123,8.0,0.0,17.0,10.0,7.4,5.8,3.8,101320.0,0.0
20040124,3.0,7.3,67.0,7.3,7.0,4.0,0.2,101550.0,0.0
20040125,4.0,5.4,58.0,5.4,3.4,-0.4,0.0,101410.0,0.0
20040126,7.0,0.0,17.0,5.3,3.4,1.3,0.0,100460.0,0.0
20040127,7.0,2.8,44.0,5.4,3.8,2.4,0.7,100830.0,0.0
20040128,5.0,3.8,51.0,4.4,2.3,-0.8,4.0,100380.0,0.0
20040129,1.0,8.3,77.0,10.6,0.9,-2.6,0.0,101080.0,2.0
20040130,6.0,0.1,21.0,12.4,4.8,-1.0,4.8,100750.0,0.0
20040131,8.0,0.0,19.0,12.9,8.2,4.0,5.4,99340.0,0.0
20040201,7.0,2.0,41.0,14.3,11.1,9.3,7.6,100910.0,0.0
20040202,8.0,0.1,22.0,15.3,12.0,9.6,0.0,101630.0,0.0
20040203,8.0,0.0,20.0,16.6,13.4,11.6,1.4,101910.0,0.0
20040204,7.0,1.5,39.0,13.5,14.4,12.1,0.2,102050.0,0.0
20040205,7.0,0.0,21.0,11.3,12.8,12.1,1.6,102120.0,0.0
20040206,7.0,0.4,29.0,10.2,10.8,10.2,5.0,101250.0,0.0
20040207,3.0,6.1,75.0,8.8,8.0,5.7,1.0,101400.0,0.0
20040208,3.0,5.8,74.0,6.2,6.6,4.3,0.0,102050.0,0.0
20040209,5.0,5.9,76.0,9.4,1.9,-2.4,0.0,103570.0,0.0
20040210,7.0,2.4,51.0,12.6,4.7,0.0,0.0,103180.0,0.0
20040211,7.0,0.0,23.0,11.1,7.8,2.9,0.0,102980.0,0.0
20040212,7.0,0.0,24.0,9.6,9.5,7.9,0.0,103400.0,0.0
20040213,8.0,0.0,24.0,10.0,8.5,7.4,0.8,103400.0,0.0
20040214,7.0,2.9,59.0,9.0,8.4,6.7,1.4,102800.0,0.0
20040215,7.0,0.1,28.0,7.8,7.2,5.3,0.4,102750.0,0.0
20040216,7.0,0.0,25.0,7.3,6.7,5.6,0.0,103070.0,0.0
20040217,8.0,0.0,26.0,8.0,6.1,4.9,3.4,103020.0,0.0
20040218,6.0,2.3,57.0,7.5,6.0,3.9,0.8,103100.0,0.0
20040219,4.0,7.0,96.0,3.3,5.3,3.1,0.0,102750.0,0.0
20040220,6.0,0.2,33.0,7.4,2.2,1.1,0.0,102170.0,0.0
20040221,6.0,2.0,56.0,6.3,3.6,-0.2,0.0,101510.0,0.0
20040222,6.0,1.4,51.0,5.9,4.4,2.4,0.0,101650.0,0.0
20040223,3.0,7.0,101.0,6.3,3.0,0.1,0.0,102330.0,0.0
20040224,6.0,0.0,29.0,3.9,1.6,-3.1,2.2,101670.0,0.0
20040225,4.0,5.0,88.0,5.1,2.0,0.2,0.0,101160.0,0.0
20040226,3.0,8.2,114.0,4.8,0.8,-3.6,0.0,100450.0,0.0
20040227,5.0,1.0,50.0,3.2,0.0,-4.8,0.1,100090.0,0.0
20040228,6.0,0.4,41.0,5.7,0.4,-2.4,0.0,100780.0,0.0
20040229,4.0,3.6,80.0,6.6,2.4,-0.8,0.4,102210.0,0.0
20040301,1.0,8.7,136.0,8.8,2.4,-1.9,0.0,103530.0,0.0
20040302,2.0,8.9,140.0,10.9,2.5,-3.8,0.0,103540.0,0.0
20040303,7.0,2.7,81.0,10.1,4.7,-1.5,2.4,102790.0,0.0
20040304,8.0,0.0,37.0,10.1,6.8,3.4,0.0,102010.0,0.0
20040305,6.0,1.3,65.0,9.6,7.5,4.9,0.0,101840.0,0.0
20040306,6.0,0.2,45.0,7.8,6.9,4.2,1.2,102170.0,0.0
20040307,6.0,1.5,69.0,9.5,5.8,3.7,0.8,102490.0,0.0
20040308,6.0,3.3,94.0,8.1,5.9,2.3,0.0,103470.0,0.0
20040309,6.0,5.2,116.0,5.2,5.4,2.7,0.0,103440.0,0.0
20040310,6.0,3.9,103.0,6.5,3.2,1.1,0.0,102880.0,0.0
20040311,8.0,1.9,79.0,7.0,4.2,1.9,4.5,101780.0,0.0
20040312,8.0,0.0,42.0,12.5,3.6,0.3,5.6,100480.0,0.0
20040313,6.0,6.4,135.0,11.2,7.4,2.4,2.4,100940.0,0.0
20040314,7.0,0.0,43.0,13.3,8.9,6.6,2.0,101470.0,0.0
20040315,7.0,0.1,49.0,17.4,11.0,8.8,0.2,102350.0,0.0
20040316,7.0,5.8,133.0,14.7,14.1,10.8,0.0,102600.0,0.0
20040317,5.0,0.4,58.0,13.9,10.8,6.9,0.0,102550.0,0.0
20040318,7.0,1.9,86.0,12.8,10.7,7.5,1.8,102010.0,0.0
20040319,7.0,0.0,46.0,14.3,10.2,7.5,3.0,101090.0,0.0
20040320,6.0,0.6,65.0,12.5,11.0,7.8,0.2,100500.0,0.0
20040321,4.0,8.0,165.0,10.0,9.5,6.5,0.4,100400.0,0.0
20040322,3.0,6.7,153.0,8.7,6.4,2.7,1.6,101120.0,0.0
20040323,6.0,3.1,109.0,9.3,5.6,2.5,1.2,101670.0,0.0
